"id","year","EMPL","AV","STAF","TURN","TOAS","nacerev1primarycode","year_inc","industry_code","industry","industry_factor","individual_labor_share","year_inc_numeric","lnY","lnL","lnK"
"PL13107",2000,2800,38609,22588,254223,132258,2310,"1999",23,1,"manufacturing",0.585044937708824,1999,10.561240688897,7.9373746961633,11.7925098393844
"PL13112",2000,400,1111,862,3928,2109,3614,"1989",36,1,"manufacturing",0.775877587758776,1989,7.01301578963963,5.99146454710798,7.65396918047877
"PL13122",1999,15,248,60,10000,4036,5151,"1992",51,2,"services",0.241935483870968,1992,5.51342874616498,2.70805020110221,8.3030093814735
"PL13123",2000,6,1779,285,1820,10479,7121,"1999",71,2,"services",0.160202360876897,1999,7.48380668766583,1.79175946922805,9.25712853347494
"PL13123",2001,6,1764,150,1692,7595,7121,"1999",71,2,"services",0.0850340136054422,1999,7.47533923656674,1.79175946922805,8.93524541502987
"PL13139",2000,95,2949,536,11477,45037,2651,"1997",26,1,"manufacturing",0.181756527636487,1997,7.98922140881528,4.55387689160054,10.7152396531352
"PL1325",2000,430,2225,1914,20441,2871,5211,"1946",52,2,"services",0.860224719101124,1946,7.70751219460034,6.06378520868761,7.96241568012106
"PL13281",2000,500,1074,1008,18928,24608,3430,"1994",34,1,"manufacturing",0.93854748603352,1994,6.97914527506881,6.21460809842219,10.1108268723054
"PL13392",2000,383,2369,1967,11821,8437,2612,"1975",26,1,"manufacturing",0.830308146897425,1975,7.77022320415879,5.94803498918065,9.04038207416563
"PL13392",1999,419,2654,2006,11991,9530,2612,"1975",26,1,"manufacturing",0.755840241145441,1975,7.88382321489215,6.03787091992214,9.16219999664825
"PL1340",2000,1600,995,7444,15239,19680,2956,"1951",29,1,"manufacturing",7.48140703517588,1951,6.90274273715859,7.37775890822787,9.88735817060624
"PL1340",1997,2460,9678,8741,29966,36915,2956,"1951",29,1,"manufacturing",0.903182475718124,1951,9.17761054735326,7.80791662892641,10.5163732514933
"PL1340",1999,1781,6514,8307,22697,24777,2956,"1951",29,1,"manufacturing",1.27525330058336,1951,8.78170898583618,7.48493028328966,10.1176710824788
"PL1358",1997,1100,4628,3150,14492,10329,1930,"1899",19,1,"manufacturing",0.680639585133967,1899,8.43988008831357,7.00306545878646,9.24271075200663
"PL1358",1999,660,2504,3016,9439,8271,1930,"1899",19,1,"manufacturing",1.20447284345048,1899,7.82564473221999,6.49223983502047,9.02051069969191
"PL1358",2000,555,1833,2600,7552,7109,1930,"1899",19,1,"manufacturing",1.41843971631206,1899,7.5137092478397,6.31896811374643,8.86911686592948
"PL1364",2000,700,2317,2468,5167,4579,1823,"1991",18,1,"manufacturing",1.06517047906776,1991,7.74802852443238,6.5510803350434,8.4292359126571
"PL1364",1999,785,2762,2415,5385,4309,1823,"1991",18,1,"manufacturing",0.874366401158581,1991,7.92371033396924,6.66568371778241,8.36846113761584
"PL1364",1997,929,2304,2178,5773,5485,1823,"1991",18,1,"manufacturing",0.9453125,1991,7.74240202181578,6.83410873881384,8.60977237270933
"PL1379",2000,502,4078,3155,8857,3903,3340,"1945",33,1,"manufacturing",0.773663560568906,1945,8.3133619511344,6.21860011969173,8.26950076718061
"PL1379",1999,495,3684,2852,8093,3701,3340,"1945",33,1,"manufacturing",0.774158523344191,1945,8.2117543973752,6.20455776256869,8.21635833238616
"PL1379",1997,570,3119,2278,7613,3771,3340,"1945",33,1,"manufacturing",0.730362295607566,1945,8.0452677166078,6.3456363608286,8.23509549725836
"PL1379",1996,500,3244,2462,8346,3389,3340,"1945",33,1,"manufacturing",0.758939580764488,1945,8.0845624152353,6.21460809842219,8.12829017160705
"PL1379",1998,529,3719,2699,8985,4087,3340,"1945",33,1,"manufacturing",0.725732723850497,1945,8.22121009392507,6.2709884318583,8.31556648356428
"PL1379",2001,502,4453,3540,10070,3864,3340,"1945",33,1,"manufacturing",0.794969683359533,1945,8.4013333053217,6.21860011969173,8.25945819533241
"PL1387",1997,1070,6847,4688,17391,15676,3120,"1948",31,1,"manufacturing",0.684679421644516,1948,8.83156587912106,6.97541392745595,9.65988615931952
"PL1387",2000,847,7697,6128,21427,27542,3120,"1948",31,1,"manufacturing",0.796154345849032,1948,8.94858592153432,6.74170069465205,10.2234673912871
"PL1398",1998,35,5302,247,6321,37648,2112,"",21,1,"manufacturing",0.0465861938890985,NA,8.57583938684897,3.55534806148941,10.5360351109671
"PL1398",1999,34,3802,296,5671,32278,2112,"",21,1,"manufacturing",0.0778537611783272,NA,8.24328252304838,3.52636052461616,10.3821411625958
"PL1422",1996,228,4516,1073,13773,6557,2452,"1984",24,1,"manufacturing",0.237599645704163,1984,8.41538192526955,5.42934562895444,8.78828846026362
"PL1422",1997,161,2930,925,10766,4811,2452,"1984",24,1,"manufacturing",0.315699658703072,1984,7.98275770201111,5.08140436498446,8.47866024169945
"PL1422",2000,156,1558,1727,7008,6209,2452,"1984",24,1,"manufacturing",1.10847240051348,1984,7.35115822643069,5.04985600724954,8.73375513136489
"PL1422",1999,146,1878,1408,8128,4375,2452,"1984",24,1,"manufacturing",0.749733759318424,1984,7.53796265976821,4.98360662170834,8.38366179879172
"PL1448",2001,1090,9390,6656,23016,34116,6330,"1937",63,2,"services",0.708839190628328,1937,9.14740057220231,6.99393297522319,10.437521761439
"PL1448",2000,1090,9944,7307,27324,26821,6330,"1937",63,2,"services",0.734814963797265,1937,9.20472463319055,6.99393297522319,10.1969404417483
"PL1452",1998,215,3473,1422,22329,6196,5153,"1987",51,2,"services",0.409444284480276,1987,8.15277405274407,5.37063802812766,8.73165920153676
"PL1452",1999,233,2121,1544,20880,6574,5153,"1987",51,2,"services",0.727958510136728,1987,7.65964295456468,5.4510384535657,8.79087775422416
"PL1452",2000,233,2936,1700,21790,7574,5153,"1987",51,2,"services",0.579019073569482,1987,7.98480338973441,5.4510384535657,8.93247660846174
"PL1452",1997,214,2269,1230,20152,5449,5153,"1987",51,2,"services",0.542089026002644,1987,7.72709448477984,5.36597601502185,8.6031873845831
"PL1463",1999,7268,95738,85922,785642,910806,2710,"1972",27,1,"manufacturing",0.89747017903027,1972,11.4693705728181,8.89123642951606,13.7220852007653
"PL1463",1998,14294,172763,95789,1138200,1099110,2710,"1972",27,1,"manufacturing",0.554453210467519,1972,12.0596759920547,9.56759514777992,13.9100113193688
"PL1463",2000,6417,20184,55897,914134,859560,2710,"1972",27,1,"manufacturing",2.76937177962743,1972,9.91264549032089,8.76670599775052,13.6641759093965
"PL1463",1996,22040,114678,122251,1163317,1311554,2710,"1972",27,1,"manufacturing",1.06603707773069,1972,11.6498834800127,10.0006142632669,14.0867232516694
"PL1463",1997,15976,61171,103356,1155289,1127806,2710,"1972",27,1,"manufacturing",1.68962416831505,1972,11.0214284999859,9.67884287509565,13.9357847104333
"PL1510",1997,112,1447,704,19525,6074,5170,"1989",51,2,"services",0.486523842432619,1989,7.27724772663148,4.71849887129509,8.71177264560569
"PL1510",1998,130,3044,724,21895,10263,5170,"1989",51,2,"services",0.23784494086728,1989,8.02092771898158,4.86753445045558,9.23630047364571
"PL1510",1999,172,2623,1010,23147,18901,5170,"1989",51,2,"services",0.385055280213496,1989,7.87207397986687,5.14749447681345,9.84697010970096
"PL1510",2000,180,3770,1465,22756,23031,5170,"1989",51,2,"services",0.388594164456233,1989,8.23483028044206,5.19295685089021,10.044596413496
"PL1534",2001,3892,55255,26926,330548,192728,3150,"1958",31,1,"manufacturing",0.487304316351461,1958,10.9197141130229,8.2666784433059,12.1690351474276
"PL1534",1998,3778,71018,16480,310925,184084,3150,"1958",31,1,"manufacturing",0.232053845503957,1958,11.1706886450192,8.23695004806146,12.1231474541559
"PL1534",1999,3558,63339,18182,277429,165173,3150,"1958",31,1,"manufacturing",0.28705852634238,1958,11.0562565321562,8.17695386822578,12.0147486884549
"PL1534",2000,3892,50898,22022,313966,197434,3150,"1958",31,1,"manufacturing",0.432669260088805,1958,10.8375789090358,8.2666784433059,12.1931596302585
"PL1537",1999,124,1290,884,6398,3680,4533,"1954",45,1,"manufacturing",0.685271317829457,1954,7.16239749735572,4.82028156560504,8.21066803116298
"PL1537",2000,120,548,955,5605,4002,4533,"1954",45,1,"manufacturing",1.74270072992701,1954,6.30627528694802,4.78749174278205,8.29454951514368
"PL1538",1998,1020,8451,5300,19428,21057,3530,"1928",35,1,"manufacturing",0.627144716601586,1928,9.04204005654448,6.92755790627832,9.95498832539853
"PL1538",1997,1067,6839,4918,13631,22096,3530,"1928",35,1,"manufacturing",0.719110981137593,1928,8.8303968010981,6.97260625130175,10.0031518756491
"PL1538",1996,1177,9032,5378,24920,25843,3530,"1928",35,1,"manufacturing",0.595438441098317,1928,9.1085291058295,7.07072410726028,10.1597950502288
"PL1556",2000,22,890,522,3230,1003,5144,"",51,2,"services",0.586516853932584,NA,6.79122146272619,3.09104245335832,6.91075078796194
"PL1556",1999,23,975,501,3666,719,5144,"",51,2,"services",0.513846153846154,NA,6.88243747099785,3.13549421592915,6.57786135772105
"PL1562",1997,44,294,218,951,453,6312,"1989",63,2,"services",0.741496598639456,1989,5.68357976733868,3.78418963391826,6.11589212548303
"PL1566",2000,1846,15671,12319,139701,171235,2470,"1951",24,1,"manufacturing",0.786101716546487,1951,9.65956714952322,7.5207764150628,12.0507921610473
"PL1577",2000,2122,26010,15528,201708,95843,2414,"1948",24,1,"manufacturing",0.597001153402537,1948,10.1662363584427,7.66011431917393,11.4704667150297
"PL1577",1997,2371,19094,11445,168308,104459,2414,"1948",24,1,"manufacturing",0.599402953807479,1948,9.85712942855798,7.77106708606541,11.5565499289022
"PL1577",1996,2376,28017,11717,195130,120473,2414,"1948",24,1,"manufacturing",0.418210372273977,1948,10.2405667477778,7.77317368048254,11.6991809404162
"PL1577",1999,2196,19935,14504,164897,93089,2414,"1948",24,1,"manufacturing",0.727564584900928,1948,9.90023225981546,7.69439280262942,11.4413113037604
"PL1577",2001,2122,19559,17326,192070,87069,2414,"1948",24,1,"manufacturing",0.885832609029091,1948,9.88119081753752,7.66011431917393,11.3744561867446
"PL1577",1998,2248,25723,13173,186259,102258,2414,"1948",24,1,"manufacturing",0.5121097850173,1948,10.1551408122961,7.71779621101358,11.5352543104533
"PL1580",1999,965,40301,7302,190032,234510,2020,"1994",20,1,"manufacturing",0.181186571052827,1994,10.6041315615227,6.87212810133899,12.3652535098825
"PL1580",2000,1004,91748,11939,319797,288003,2020,"1994",20,1,"manufacturing",0.130128177180974,1994,11.4268009673141,6.91174730025167,12.5707261757305
"PL1580",1998,760,37729,5207,167083,234799,2020,"1994",20,1,"manufacturing",0.138010548914628,1994,10.538184308499,6.63331843328038,12.3664851079832
"PL1582",2000,75,3329,1454,49941,44934,5152,"1945",51,2,"services",0.436767798137579,1945,8.11042723757502,4.31748811353631,10.7129500254774
"PL1588",1999,903,32683,11145,77121,191086,2651,"1973",26,1,"manufacturing",0.341002967903803,1973,10.3946103440263,6.80572255341699,12.1604788674715
"PL1588",2000,800,32784,9631,99824,217886,2651,"1973",26,1,"manufacturing",0.293771351878965,1973,10.3976958704787,6.68461172766793,12.2917272692128
"PL1593",2001,1245,70761,12634,478124,206095,1600,"1951",16,1,"manufacturing",0.178544678565877,1951,11.167063280452,7.12689080889881,12.2360925065163
"PL1593",1999,1495,84043,14477,571349,253481,1600,"1951",16,1,"manufacturing",0.172257058886522,1951,11.3390838516088,7.30988148582479,12.4430441485141
"PL1593",2000,1245,46169,13355,441408,190801,1600,"1951",16,1,"manufacturing",0.289263358530616,1951,10.7400638561805,7.12689080889881,12.1589862790727
"PL1600",2000,480,3189,2011,28321,12629,2112,"1894",21,1,"manufacturing",0.63060520539354,1894,8.06746266701006,6.17378610390194,9.44375103564617
"PL16010",2000,30,1345,521,7318,2909,5165,"1992",51,2,"services",0.387360594795539,1992,7.20414929203594,3.40119738166216,7.9755646584952
"PL16010",2001,30,1395,554,7380,2961,5165,"1992",51,2,"services",0.397132616487455,1992,7.24064969425547,3.40119738166216,7.99328232810159
"PL16010",1999,30,1599,461,7928,2736,5165,"1992",51,2,"services",0.288305190744215,1992,7.37713371283395,3.40119738166216,7.91425227874244
"PL16010",1998,23,1313,365,7539,2636,5165,"1992",51,2,"services",0.277989337395278,1992,7.1800698743028,3.13549421592915,7.8770178956224
"PL16021",2000,644,19647,8991,31856,20360,6711,"1992",67,2,"services",0.457627118644068,1992,9.88567993388616,6.46769872610435,9.92132747066446
"PL16021",1999,560,14798,7641,25716,20142,6711,"1992",67,2,"services",0.516353561292066,1992,9.6022473154855,6.32793678372919,9.91056246620809
"PL16021",1996,440,10020,4809,20127,13684,6711,"1992",67,2,"services",0.479940119760479,1992,9.21233837463886,6.08677472691231,9.52398254609749
"PL16023",1996,31,419,79,5285,1560,5157,"1992",51,2,"services",0.18854415274463,1992,6.03787091992214,3.43398720448515,7.35244110024358
"PL16023",1999,43,431,349,5132,5202,5157,"1992",51,2,"services",0.809744779582367,1992,6.06610809010375,3.76120011569356,8.5567984460086
"PL16025",1998,50,3758,645,34544,7113,5153,"1994",51,2,"services",0.171633847791378,1994,8.23164217997341,3.91202300542815,8.86967937473351
"PL16025",1999,60,3355,985,39881,10024,5153,"1994",51,2,"services",0.293591654247392,1994,8.11820704940578,4.0943445622221,9.2127374965759
"PL16025",2000,65,5212,996,47065,12102,5153,"1994",51,2,"services",0.191097467382962,1994,8.55871893824474,4.17438726989564,9.40112600718227
"PL16025",2001,65,5948,1264,50439,12101,5153,"1994",51,2,"services",0.212508406186954,1994,8.69081030758005,4.17438726989564,9.40104337279805
"PL16027",1997,1,202,124,3704,3543,5152,"1976",51,2,"services",0.613861386138614,1976,5.30826769740121,0,8.17272910486547
"PL16027",2000,71,690,462,9920,3488,5152,"1976",51,2,"services",0.669565217391304,1976,6.5366915975913,4.26267987704132,8.15708378502887
"PL16027",1998,73,565,360,10338,3060,5152,"1976",51,2,"services",0.63716814159292,1976,6.33682573114644,4.29045944114839,8.02617019494643
"PL16027",1999,73,544,395,8105,2899,5152,"1976",51,2,"services",0.726102941176471,1976,6.29894924685594,4.29045944114839,7.97212112892166
"PL16030",1996,1,364,175,4311,8572,5170,"1993",51,2,"services",0.480769230769231,1993,5.89715386763674,0,9.05625635659347
"PL16038",1997,18,204,260,2157,1017,4523,"1990",45,1,"manufacturing",1.27450980392157,1990,5.31811999384422,2.89037175789616,6.92461239604856
"PL16042",2000,30,644,89,10946,4574,5170,"1989",51,2,"services",0.138198757763975,1989,6.46769872610435,3.40119738166216,8.42814337458273
"PL16042",1998,58,2739,601,25710,9406,5170,"1989",51,2,"services",0.21942314713399,1989,7.91534816926308,4.06044301054642,9.14910306250499
"PL16042",1999,34,900,68,13530,5500,5170,"1989",51,2,"services",0.0755555555555556,1989,6.80239476332431,3.52636052461616,8.61250337122056
"PL16042",1997,84,1724,474,22476,8522,5170,"1989",51,2,"services",0.274941995359629,1989,7.45240245122364,4.43081679884331,9.05040633405986
"PL16042",1996,65,1350,377,20869,5693,5170,"1989",51,2,"services",0.279259259259259,1989,7.20785987143248,4.17438726989564,8.64699262895108
"PL16046",1999,35,564,426,4282,3259,5146,"1991",51,2,"services",0.75531914893617,1991,6.33505425149806,3.55534806148941,8.08917567883756
"PL16050",1996,47,244,174,4300,1121,6025,"1994",60,2,"services",0.713114754098361,1994,5.4971682252932,3.85014760171006,7.02197642307216
"PL16050",1998,46,172,156,3304,607,6025,"1994",60,2,"services",0.906976744186046,1994,5.14749447681345,3.8286413964891,6.4085287910595
"PL1606",1997,382,2006,1209,5896,3677,1712,"1969",17,1,"manufacturing",0.602691924227318,1969,7.60389796852188,5.94542060860658,8.20985248130127
"PL1606",1996,452,1888,1391,8271,4498,1712,"1969",17,1,"manufacturing",0.736758474576271,1969,7.54327334670545,6.11368217983223,8.41138813251926
"PL16069",2001,169,2230,847,30628,9791,5154,"1992",51,2,"services",0.379820627802691,1992,7.70975686445416,5.12989871492307,9.18921887535407
"PL16069",1998,182,1144,508,39026,8590,5154,"1992",51,2,"services",0.444055944055944,1992,7.04228617193974,5.2040066870768,9.0583540149783
"PL16069",1997,115,1166,387,36210,7665,5154,"1992",51,2,"services",0.331903945111492,1992,7.06133436691044,4.74493212836325,8.94441979130591
"PL16069",2000,169,1630,696,30009,8062,5154,"1992",51,2,"services",0.426993865030675,1992,7.39633529380081,5.12989871492307,8.99491694367711
"PL16069",1996,102,1085,400,32179,5044,5154,"1992",51,2,"services",0.368663594470046,1992,6.98933526597456,4.62497281328427,8.52595469708481
"PL16071",2000,233,3908,2505,19376,26220,2413,"1991",24,1,"manufacturing",0.640992835209826,1991,8.27078101316267,5.4510384535657,10.1742777573177
"PL16071",1999,243,3809,2273,17443,30785,2413,"1991",24,1,"manufacturing",0.596744552375952,1991,8.2451219664786,5.49306144334055,10.3347828373453
"PL16085",1999,120,997,545,2184,6135,4100,"1993",41,1,"manufacturing",0.546639919759278,1993,6.90475076996184,4.78749174278205,8.72176535714501
"PL16090",2001,63,1072,690,22183,11520,6111,"1993",61,2,"services",0.64365671641791,1993,6.97728134163075,4.14313472639153,9.35183993424988
"PL16091",1998,522,2570,2478,9538,1749,5551,"1988",55,2,"services",0.96420233463035,1988,7.85166117788927,6.25766758788264,7.4667994750186
"PL16091",1999,449,1778,1852,7237,1328,5551,"1988",55,2,"services",1.04161979752531,1988,7.48324441607385,6.10702288774225,7.19142933003638
"PL16091",1997,545,2308,2144,8858,1497,5551,"1988",55,2,"services",0.92894280762565,1988,7.74413662762799,6.30078579466324,7.31121838441963
"PL16091",2000,407,2101,1963,8309,3451,5551,"1988",55,2,"services",0.934316991908615,1988,7.650168700845,6.00881318544259,8.146419323098
"PL16092",1998,315,3279,1872,64599,9258,5010,"1994",50,2,"services",0.570905763952425,1994,8.09529377684465,5.75257263882563,9.13324332159122
"PL16092",1999,328,4169,2205,57301,9284,5010,"1994",50,2,"services",0.528903813864236,1994,8.3354314778808,5.79301360838414,9.13604776739433
"PL16092",1997,304,3202,1518,54635,6672,5010,"1994",50,2,"services",0.474078700811992,1994,8.07153089355666,5.71702770140622,8.80567494403858
"PL16092",2000,323,3499,2408,53031,11369,5010,"1994",50,2,"services",0.688196627607888,1994,8.16023249236769,5.77765232322266,9.33864563212911
"PL16092",2001,323,3373,2240,36679,8040,5010,"1994",50,2,"services",0.664097242810554,1994,8.12355783506165,5.77765232322266,8.99218436217301
"PL16099",1999,92,790,632,2320,1483,3210,"1992",32,1,"manufacturing",0.8,1992,6.67203294546107,4.52178857704904,7.30182234213793
"PL16099",1997,100,910,565,2411,1717,3210,"1992",32,1,"manufacturing",0.620879120879121,1992,6.8134445995109,4.60517018598809,7.44833386089748
"PL16105",2000,33,972,454,16290,2936,5152,"1993",51,2,"services",0.467078189300412,1993,6.87935580446044,3.49650756146648,7.98480338973441
"PL16105",1998,31,964,356,17662,1688,5152,"1993",51,2,"services",0.369294605809129,1993,6.87109129461055,3.43398720448515,7.4312996751559
"PL16113",1998,138,2639,812,13963,6003,5170,"1990",51,2,"services",0.307692307692308,1990,7.87815533650332,4.92725368515721,8.70001462325184
"PL16113",1999,182,2341,995,17457,5452,5170,"1990",51,2,"services",0.425032037590773,1990,7.75833346749091,5.2040066870768,8.60373779281642
"PL16113",2001,117,1327,725,8468,3781,5170,"1990",51,2,"services",0.546345139412208,1990,7.19067603433221,4.76217393479776,8.23774380389093
"PL16113",2000,117,1363,867,11174,3970,5170,"1990",51,2,"services",0.636096845194424,1990,7.21744343169653,4.76217393479776,8.28652137368124
"PL16115",2000,255,2118,1673,10014,2875,4521,"1990",45,1,"manufacturing",0.789896128423041,1990,7.65822752616135,5.54126354515843,7.96380795323145
"PL16115",1997,201,1481,968,8771,1785,4521,"1990",45,1,"manufacturing",0.653612424037812,1990,7.3004728142678,5.30330490805908,7.48717369421374
"PL1612",1998,519,10544,2450,4871,9786,1751,"1881",17,1,"manufacturing",0.232359635811836,1881,9.26331225674229,6.25190388316589,9.18870807184907
"PL1612",1996,807,1383,2286,7267,6444,1751,"1881",17,1,"manufacturing",1.6529284164859,1881,7.23201033166476,6.69332366826995,8.77090474429687
"PL16120",1999,348,2387,2125,4426,1930,2830,"1991",28,1,"manufacturing",0.8902387934646,1991,7.77779262633883,5.85220247977447,7.56527528189893
"PL16120",1997,487,2768,2300,6351,3082,2830,"1991",28,1,"manufacturing",0.830924855491329,1991,7.92588031673756,6.18826412308259,8.03333401588006
"PL16129",1996,35,561,225,6446,1777,5152,"1993",51,2,"services",0.401069518716578,1993,6.3297209055227,3.55534806148941,7.48268182815465
"PL16130",1998,26,34642,503,41385,142860,6523,"1992",65,2,"services",0.0145199468852838,1992,10.4528220977302,3.25809653802148,11.869620408709
"PL16132",1998,1276,11602,10570,26477,8042,2951,"1993",29,1,"manufacturing",0.911049818996725,1993,9.35893277602601,7.15148546390474,8.99243308745722
"PL16133",1999,50,394,272,12527,2497,5010,"1991",50,2,"services",0.690355329949239,1991,5.97635090929793,3.91202300542815,7.82284529027977
"PL16137",1996,90,3767,510,37075,9839,7011,"1994",70,2,"services",0.135386249004513,1994,8.23403420769204,4.49980967033027,9.19410935886576
"PL1614",1999,494,10863,4169,48195,32895,3110,"1990",31,1,"manufacturing",0.383779803001013,1990,9.29311779843375,6.20253551718792,10.4010759495201
"PL1614",1998,521,10659,3468,44601,37542,3110,"1990",31,1,"manufacturing",0.325358851674641,1990,9.27415988468914,6.25575004175337,10.5332155852264
"PL1614",2000,495,10690,4802,51379,38624,3110,"1990",31,1,"manufacturing",0.449204864359214,1990,9.27706400401909,6.20455776256869,10.5616291238973
"PL1615",1998,200,1321,4407,10606,6907,3110,"1990",31,1,"manufacturing",3.33610900832702,1990,7.18614430452233,5.29831736654804,8.84029066908897
"PL1615",2000,401,2440,1408,13592,26626,3110,"1990",31,1,"manufacturing",0.577049180327869,1990,7.79975331828725,5.99396142730657,10.1896434609919
"PL1615",1997,490,1598,309,14144,8916,3110,"1990",31,1,"manufacturing",0.193366708385482,1990,7.37650812632622,6.19440539110467,9.09560269450576
"PL16151",1998,404,2911,3166,148625,20009,5170,"1991",51,2,"services",1.08759876331158,1991,7.97625194374562,6.00141487796115,9.90393745131649
"PL16151",1999,462,3939,3666,162871,28557,5170,"1991",51,2,"services",0.930693069306931,1991,8.27868216297091,6.13556489108174,10.2596573689194
"PL16152",2001,77,987,794,4202,2914,4521,"1992",45,1,"manufacturing",0.804457953394124,1992,6.89467003943348,4.34380542185368,7.97728198675515
"PL16158",2001,78,1550,736,5502,1861,6025,"1991",60,2,"services",0.474838709677419,1991,7.34601020991329,4.35670882668959,7.52886925664225
"PL16158",1999,63,1275,606,3883,1123,6025,"1991",60,2,"services",0.475294117647059,1991,7.15070145759253,4.14313472639153,7.02375895473844
"PL16160",1998,259,2707,1705,13407,4411,2222,"1992",22,1,"manufacturing",0.629848540820096,1992,7.9035962896143,5.55682806169954,8.39185670010494
"PL16160",1996,234,2044,1332,10931,4054,2222,"1992",22,1,"manufacturing",0.651663405088063,1992,7.6226639513236,5.4553211153577,8.30745932701195
"PL16160",1999,162,1504,1567,9263,2983,2222,"1992",22,1,"manufacturing",1.04188829787234,1992,7.31588350450979,5.08759633523238,8.00068478451475
"PL16160",2001,155,1149,1292,6745,2342,2222,"1992",22,1,"manufacturing",1.12445604873803,1992,7.04664727784876,5.04342511691925,7.75876054415766
"PL16160",1997,261,2611,1480,10993,4431,2222,"1992",22,1,"manufacturing",0.566832631175795,1992,7.86748856869913,5.56452040732269,8.39638057119949
"PL16160",2000,155,1524,1327,8150,2629,2222,"1992",22,1,"manufacturing",0.870734908136483,1992,7.32909373624659,5.04342511691925,7.87435882472988
"PL16164",1997,67,1578,120,5844,2516,2811,"1991",28,1,"manufacturing",0.0760456273764259,1991,7.36391350140582,4.20469261939097,7.83042561782033
"PL16164",2000,76,754,318,6518,2617,2811,"1991",28,1,"manufacturing",0.421750663129974,1991,6.62539236800796,4.33073334028633,7.86978390253015
"PL16164",1998,78,1277,182,4819,1962,2811,"1991",28,1,"manufacturing",0.142521534847298,1991,7.15226885603254,4.35670882668959,7.58171964012531
"PL16167",2001,237,2357,2513,25527,11625,5152,"1945",51,2,"services",1.06618582944421,1945,7.76514490293613,5.46806014113513,9.36091323045556
"PL16167",1998,240,3407,2648,34899,11284,5152,"1945",51,2,"services",0.777223363663047,1945,8.13358741766097,5.48063892334199,9.33114107212189
"PL16167",2000,237,813,271,28775,11448,5152,"1945",51,2,"services",0.333333333333333,1945,6.70073110954781,5.46806014113513,9.34557032123629
"PL16167",1997,236,4211,2256,36491,11407,5152,"1945",51,2,"services",0.535739729280456,1945,8.34545542816193,5.46383180502561,9.3419824810279
"PL16167",1996,215,4501,2084,40463,13808,5152,"1945",51,2,"services",0.463008220395468,1945,8.41205487329293,5.37063802812766,9.53300341332321
"PL16167",1999,230,3394,2704,25031,10268,5152,"1945",51,2,"services",0.796700058927519,1945,8.12976444579417,5.4380793089232,9.23678754199103
"PL16168",2001,21,811,457,29580,11870,5170,"1981",51,2,"services",0.563501849568434,1981,6.69826805411541,3.04452243772342,9.38176948760371
"PL16168",1997,20,3060,316,55396,8869,5170,"1981",51,2,"services",0.103267973856209,1981,8.02617019494643,2.99573227355399,9.09031732937645
"PL16168",2000,21,2688,447,42460,10901,5170,"1981",51,2,"services",0.166294642857143,1981,7.89655270164304,3.04452243772342,9.29660980712836
"PL16168",1999,19,3538,371,52522,7912,5170,"1981",51,2,"services",0.104861503674392,1981,8.17131687471973,2.94443897916644,8.97613587330255
"PL16168",1996,20,2011,244,53678,5151,5170,"1981",51,2,"services",0.121332670313277,1981,7.60638738977265,2.99573227355399,8.54694614956558
"PL16168",1998,18,2220,351,56125,7751,5170,"1981",51,2,"services",0.158108108108108,1981,7.70526247486633,2.89037175789616,8.95557714628151
"PL16172",1999,73,1139,845,15959,2904,5212,"1991",52,2,"services",0.741878841088674,1991,7.03790596344718,4.29045944114839,7.97384437594469
"PL16172",1997,61,813,495,14272,3099,5212,"1991",52,2,"services",0.608856088560886,1991,6.70073110954781,4.11087386417331,8.03883475778775
"PL16172",1998,67,930,588,17255,2552,5212,"1991",52,2,"services",0.632258064516129,1991,6.8351845861473,4.20469261939097,7.84463264446468
"PL16176",1998,131,694,747,16249,4968,5154,"1990",51,2,"services",1.07636887608069,1990,6.5424719605068,4.87519732320115,8.51077262361331
"PL16176",1997,160,1409,529,19430,6077,5154,"1990",51,2,"services",0.375443577004968,1990,7.25063551189868,5.07517381523383,8.71226643213535
"PL16176",1996,124,887,430,17318,5970,5154,"1990",51,2,"services",0.4847801578354,1990,6.78784498230958,4.82028156560504,8.69450220638665
"PL16180",1997,150,2016,729,12375,68980,6340,"1992",63,2,"services",0.361607142857143,1992,7.60887062919126,5.01063529409626,11.1415718864908
"PL16180",1998,188,2482,878,20958,18600,6340,"1992",63,2,"services",0.353746978243352,1992,7.81681996576455,5.23644196282995,9.83091685970129
"PL16186",2000,454,1105,1732,8906,4784,3614,"1993",36,1,"manufacturing",1.56742081447964,1993,7.00760061395185,6.11809719804135,8.47303229563047
"PL16186",1996,533,1182,2058,9748,5618,3614,"1993",36,1,"manufacturing",1.74111675126904,1993,7.07496319796604,6.27852142416584,8.63373100766419
"PL16186",1998,526,2833,2091,12113,5051,3614,"1993",36,1,"manufacturing",0.738086833745146,1993,7.94909149983052,6.26530121273771,8.52734152246805
"PL16186",1997,594,1991,1851,9983,6012,3614,"1993",36,1,"manufacturing",0.929683576092416,1993,7.5963923040642,6.38687931936265,8.70151275087287
"PL16188",1999,110,610,676,2839,2273,2112,"1894",21,1,"manufacturing",1.10819672131148,1894,6.41345895716736,4.70048036579242,7.72885582385254
"PL16198",2000,60,847,1275,13854,9139,7440,"1992",74,2,"services",1.50531286894923,1992,6.74170069465205,4.0943445622221,9.1203062492722
